TN Title,studio,genres,TN Worlwide Gross,TN Domestic Gross,Computed Foreign Gross,TN Budget / Cost,Computed_Profit_Loss,year,release_date
Noah,Par.,"Action,Adventure,Drama",352831065,101200044,251631021,130000000,222831065,2014,28-Mar-14
Noah,Par.,Animation,352831065,101200044,251631021,130000000,222831065,2014,28-Mar-14
Noah,Par.,"Drama,Thriller",352831065,101200044,251631021,130000000,222831065,2014,28-Mar-14
Night at the Museum: Secret of the Tomb,Fox,"Adventure,Comedy,Family",353756621,113746621,240010000,127000000,226756621,2014,19-Dec-14
Captain America: The First Avenger,Par.,"Action,Adventure,Sci-Fi",370569776,176654505,193915271,140000000,230569776,2011,22-Jul-11
We're the Millers,WB (NL),"Comedy,Crime",267816276,150394119,117422157,37000000,230816276,2013,7-Aug-13
Snow White and the Huntsman,Uni.,"Action,Adventure,Drama",401021746,155136755,245884991,170000000,231021746,2012,1-Jun-12
Baahubali 2: The Conclusion,GrtIndia,"Action,Drama",263502914,18985794,244517120,30000000,233502914,2017,28-Apr-17
Penguins of Madagascar,Fox,"Adventure,Animation,Comedy",366942531,83350911,283591620,132000000,234942531,2014,26-Nov-14
G.I. Joe: Retaliation,Par.,"Action,Adventure,Sci-Fi",375740705,122523060,253217645,140000000,235740705,2013,27-Mar-13
The SpongeBob Movie: Sponge Out of Water,Par.,"Adventure,Animation,Comedy",311013181,162994032,148019149,74000000,237013181,2015,6-Feb-15
Now You See Me 2,LG/S,"Action,Adventure,Comedy",328325007,65075540,263249467,90000000,238325007,2016,10-Jun-16
Resident Evil: Afterlife,SGem,"Action,Adventure,Horror",295874190,60128566,235745624,57500000,238374190,2010,10-Sep-10
The Smurfs 2,Sony,"Adventure,Animation,Comedy",348547523,71017784,277529739,110000000,238547523,2013,31-Jul-13
Journey 2: The Mysterious Island,WB (NL),"Action,Adventure,Comedy",318146162,103860290,214285872,79000000,239146162,2012,10-Feb-12
The Adventures of Tintin,Par.,"Action,Adventure,Animation",373993951,77591831,296402120,130000000,243993951,2011,21-Dec-11
Fantastic Four,Fox,"Action,Adventure,Drama",333132750,154696080,178436670,87500000,245632750,2015,8-Jul-05
Maze Runner: The Scorch Trials,Fox,"Action,Sci-Fi,Thriller",310566162,81697192,228868970,61000000,249566162,2015,18-Sep-15
Annabelle,WB (NL),"Horror,Mystery,Thriller",256862920,84273813,172589107,6500000,250362920,2014,3-Oct-14
Get Out,Uni.,"Horror,Mystery,Thriller",255367951,176040665,79327286,5000000,250367951,2017,24-Feb-17
Neighbors,Uni.,Comedy,270944428,150086800,120857628,18000000,252944428,2014,9-May-14
Neighbors,Uni.,"Comedy,Drama",270944428,150086800,120857628,18000000,252944428,2014,9-May-14
Neighbors,Uni.,Documentary,270944428,150086800,120857628,18000000,252944428,2014,9-May-14
Neighbors,Uni.,"Documentary,Drama",270944428,150086800,120857628,18000000,252944428,2014,9-May-14
Neighbors,Uni.,Drama,270944428,150086800,120857628,18000000,252944428,2014,9-May-14
Bridesmaids,Uni.,"Comedy,Romance",289632023,169211718,120420305,32500000,257132023,2011,13-May-11
Pitch Perfect 2,Uni.,"Comedy,Music",287625468,184296230,103329238,29000000,258625468,2015,15-May-15
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"Adventure,Family,Fantasy",418186950,104386950,313800000,155000000,263186950,2010,10-Dec-10
Warcraft,Uni.,"Action,Adventure,Fantasy",425522281,47225655,378296626,160000000,265522281,2016,10-Jun-16
Now You See Me,LG/S,"Crime,Mystery,Thriller",342769200,117723989,225045211,75000000,267769200,2013,31-May-13
Now You See Me,LG/S,"Drama,Horror,Thriller",342769200,117723989,225045211,75000000,267769200,2013,31-May-13
Alvin and the Chipmunks: Chipwrecked,Fox,"Adventure,Animation,Comedy",349088523,133107389,215981134,80000000,269088523,2011,16-Dec-11
Split,Uni.,"Action,Drama,Sport",278964806,138141585,140823221,5000000,273964806,2017,20-Jan-17
Split,Uni.,"Comedy,Romance,Sport",278964806,138141585,140823221,5000000,273964806,2017,20-Jan-17
Split,Uni.,Crime,278964806,138141585,140823221,5000000,273964806,2017,20-Jan-17
Split,Uni.,Drama,278964806,138141585,140823221,5000000,273964806,2017,20-Jan-17
Split,Uni.,"Drama,Fantasy",278964806,138141585,140823221,5000000,273964806,2017,20-Jan-17
Split,Uni.,"Horror,Thriller",278964806,138141585,140823221,5000000,273964806,2017,20-Jan-17
Resident Evil: The Final Chapter,SGem,"Action,Horror,Sci-Fi",314101190,26844692,287256498,40000000,274101190,2017,27-Jan-17
Star Trek Into Darkness,Par.,"Action,Adventure,Sci-Fi",467381584,228778661,238602923,190000000,277381584,2013,16-May-13
Prometheus,Fox,"Adventure,Mystery,Sci-Fi",402448265,126477084,275971181,125000000,277448265,2012,8-Jun-12
The Angry Birds Movie,Sony,"Action,Animation,Comedy",352327887,107509366,244818521,73000000,279327887,2016,20-May-16
Taken 3,Fox,"Action,Thriller",327656424,89256424,238400000,48000000,279656424,2015,9-Jan-15
22 Jump Street,Sony,"Action,Comedy,Crime",331333876,191719337,139614539,50000000,281333876,2014,13-Jun-14
Wonder,LGF,"Drama,Family",304604712,132422809,172181903,20000000,284604712,2017,17-Nov-17
Dangal,UTV,Action,294654618,12391761,282262857,9500000,285154618,2016,21-Dec-16
Dangal,UTV,"Action,Biography,Drama",294654618,12391761,282262857,9500000,285154618,2016,21-Dec-16
The Wolf of Wall Street,Par.,"Biography,Crime,Drama",389870414,116900694,272969720,100000000,289870414,2013,25-Dec-13
Annabelle: Creation,WB (NL),"Horror,Mystery,Thriller",305384865,102092201,203292664,15000000,290384865,2017,11-Aug-17
Hotel Transylvania,Sony,"Animation,Comedy,Family",378505812,148313048,230192764,85000000,293505812,2012,28-Sep-12
Jason Bourne,Uni.,"Action,Thriller",416168316,162192920,253975396,120000000,296168316,2016,29-Jul-16
Peter Rabbit,Sony,"Adventure,Animation,Comedy",347136477,115234093,231902384,50000000,297136477,2018,9-Feb-18
Ice Age: Collision Course,Fox,"Adventure,Animation,Comedy",402156682,64063008,338093674,105000000,297156682,2016,22-Jul-16
The Conjuring,WB (NL),"Horror,Mystery,Thriller",318000141,137400141,180600000,20000000,298000141,2013,19-Jul-13
Green Book,Uni.,"Biography,Comedy,Drama",322034439,85080171,236954268,23000000,299034439,2018,16-Nov-18
Thor,Par.,"Action,Adventure,Fantasy",449326618,181030624,268295994,150000000,299326618,2011,6-May-11
The Wolverine,Fox,"Action,Adventure,Sci-Fi",416456852,132556852,283900000,115000000,301456852,2013,26-Jul-13
The Greatest Showman,Fox,"Biography,Drama,Musical",386665550,174340174,212325376,84000000,302665550,2017,20-Dec-17
Kingsman: The Golden Circle,Fox,"Action,Adventure,Comedy",408803696,100234838,308568858,104000000,304803696,2017,22-Sep-17
Gone Girl,Fox,"Drama,Mystery,Thriller",368567189,167767189,200800000,61000000,307567189,2014,3-Oct-14
Kingsman: The Secret Service,Fox,"Action,Adventure,Comedy",404561724,128261724,276300000,94000000,310561724,2015,13-Feb-15
The Karate Kid,Sony,"Action,Drama,Family",351774938,176591618,175183320,40000000,311774938,2010,11-Jun-10
The Maze Runner,Fox,"Action,Mystery,Sci-Fi",348319861,102427862,245891999,34000000,314319861,2014,19-Sep-14
Fifty Shades Freed,Uni.,"Drama,Romance,Thriller",371350619,100407760,270942859,55000000,316350619,2018,9-Feb-18
A Quiet Place,Par.,Documentary,334522294,188024361,146497933,17000000,317522294,2018,6-Apr-18
A Quiet Place,Par.,"Drama,Horror,Sci-Fi",334522294,188024361,146497933,17000000,317522294,2018,6-Apr-18
Black Swan,FoxS,"Drama,Thriller",331266710,106954678,224312032,13000000,318266710,2010,3-Dec-10
Fifty Shades Darker,Uni.,"Drama,Romance",381398492,114434010,266964482,55000000,326398492,2017,10-Feb-17
Tangled,BV,"Adventure,Animation,Comedy",586477240,200821936,385655304,260000000,326477240,2010,24-Nov-10
How to Train Your Dragon,P/DW,"Action,Adventure,Animation",494870992,217581232,277289760,165000000,329870992,2010,26-Mar-10
Wreck-It Ralph,BV,"Adventure,Animation,Comedy",496511521,189412677,307098844,165000000,331511521,2012,2-Nov-12
Taken 2,Fox,"Action,Thriller",377807404,139854287,237953117,45000000,332807404,2012,5-Oct-12
War for the Planet of the Apes,Fox,"Action,Adventure,Drama",489592267,146880162,342712105,152000000,337592267,2017,14-Jul-17
World War Z,Par.,"Action,Adventure,Horror",531514650,202359711,329154939,190000000,341514650,2013,21-Jun-13
San Andreas,WB (NL),"Action,Adventure,Drama",456258539,155190832,301067707,110000000,346258539,2015,29-May-15
Dunkirk,WB,"Action,Drama,History",499837368,190068280,309769088,150000000,349837368,2017,21-Jul-17
Django Unchained,Wein.,"Drama,Western",449948323,162805434,287142889,100000000,349948323,2012,25-Dec-12
The Meg,WB,"Action,Horror,Sci-Fi",529530715,145443742,384086973,178000000,351530715,2018,10-Aug-18
Justice League,WB,"Action,Adventure,Fantasy",655945209,229024295,426920914,300000000,355945209,2017,17-Nov-17
Cars 2,BV,"Adventure,Animation,Comedy",560155383,191450875,368704508,200000000,360155383,2011,24-Jun-11
Rio 2,Fox,"Adventure,Animation,Comedy",492846291,131538435,361307856,130000000,362846291,2014,11-Apr-14
Bumblebee,Par.,"Action,Adventure,Sci-Fi",465195589,127195589,338000000,102000000,363195589,2018,21-Dec-18
X-Men: Apocalypse,Fox,"Action,Adventure,Sci-Fi",542537546,155442489,387095057,178000000,364537546,2016,27-May-16
Brave,BV,"Adventure,Animation,Comedy",554606532,237282182,317324350,185000000,369606532,2012,22-Jun-12
Brave,BV,Drama,554606532,237282182,317324350,185000000,369606532,2012,22-Jun-12
Kong: Skull Island,WB,"Action,Adventure,Fantasy",561072059,168052812,393019247,185000000,376072059,2017,10-Mar-17
Kung Fu Panda 3,Fox,"Action,Adventure,Animation",517599142,143528619,374070523,140000000,377599142,2016,29-Jan-16
Rise of the Planet of the Apes,Fox,"Action,Drama,Sci-Fi",470986200,176760185,294226015,93000000,377986200,2011,5-Aug-11
The Boss Baby,Fox,"Adventure,Animation,Comedy",510878762,175003033,335875729,125000000,385878762,2017,31-Mar-17
Transformers: The Last Knight,Par.,"Action,Adventure,Sci-Fi",602893340,130168683,472724657,217000000,385893340,2017,21-Jun-17
Ant-Man,BV,"Action,Adventure,Comedy",518858449,180202163,338656286,130000000,388858449,2015,17-Jul-15
Hotel Transylvania 2,Sony,"Animation,Comedy,Family",469500298,169700110,299800188,80000000,389500298,2015,25-Sep-15
Rio,Fox,"Adventure,Animation,Comedy",487519809,143619809,343900000,90000000,397519809,2011,15-Apr-11
Rio,Fox,Documentary,487519809,143619809,343900000,90000000,397519809,2011,15-Apr-11
Rio,Fox,Drama,487519809,143619809,343900000,90000000,397519809,2011,15-Apr-11
The Revenant,Fox,"Action,Adventure,Biography",532938302,183637894,349300408,135000000,397938302,2015,25-Dec-15
The Revenant,Fox,Horror,532938302,183637894,349300408,135000000,397938302,2015,25-Dec-15
La La Land,LG/S,"Comedy,Drama,Music",426351163,151101803,275249360,20000000,406351163,2016,9-Dec-16
Sherlock Holmes: A Game of Shadows,WB,"Action,Adventure,Crime",535663443,186848418,348815025,125000000,410663443,2011,16-Dec-11
Lucy,Uni.,"Action,Sci-Fi,Thriller",457507776,126573960,330933816,40000000,417507776,2014,25-Jul-14
Lucy,Uni.,"Animation,Documentary",457507776,126573960,330933816,40000000,417507776,2014,25-Jul-14
Lucy,Uni.,Documentary,457507776,126573960,330933816,40000000,417507776,2014,25-Jul-14
Puss in Boots,P/DW,"Action,Adventure,Animation",554987477,149260504,405726973,130000000,424987477,2011,28-Oct-11
Ready Player One,WB,"Action,Adventure,Sci-Fi",579290136,137690172,441599964,150000000,429290136,2018,29-Mar-18
The Croods,Fox,"Action,Adventure,Animation",573068425,187168425,385900000,135000000,438068425,2013,22-Mar-13
Man of Steel,WB,"Action,Adventure,Sci-Fi",667999518,291045518,376954000,225000000,442999518,2013,14-Jun-13
Iron Man 2,Par.,"Action,Adventure,Sci-Fi",621156389,312433331,308723058,170000000,451156389,2010,7-May-10
Fantastic Beasts: The Crimes of Grindelwald,WB,"Adventure,Family,Fantasy",652220086,159555901,492664185,200000000,452220086,2018,16-Nov-18
The Smurfs,Sony,"Adventure,Animation,Comedy",563749323,142614158,421135165,110000000,453749323,2011,29-Jul-11
Hotel Transylvania 3: Summer Vacation,Sony,"Adventure,Animation,Comedy",527079962,167500092,359579870,65000000,462079962,2018,13-Jul-18
How to Train Your Dragon 2,Fox,"Action,Adventure,Animation",614586270,177002924,437583346,145000000,469586270,2014,13-Jun-14
Despicable Me,Uni.,"Animation,Comedy,Family",543464573,251513985,291950588,69000000,474464573,2010,9-Jul-10
Big Hero 6,BV,"Action,Adventure,Animation",652127828,222527828,429600000,165000000,487127828,2014,7-Nov-14
Moana,BV,"Adventure,Animation,Comedy",637517365,248757044,388760321,150000000,487517365,2016,23-Nov-16
The Hunger Games: Mockingjay - Part 2,LGF,"Action,Adventure,Sci-Fi",648986787,281723902,367262885,160000000,488986787,2015,20-Nov-15
American Sniper,WB,"Action,Biography,Drama",547326372,350126372,197200000,58000000,489326372,2014,25-Dec-14
Ant-Man and the Wasp,BV,"Action,Adventure,Comedy",623144660,216648740,406495920,130000000,493144660,2018,6-Jul-18
Thor: The Dark World,BV,"Action,Adventure,Fantasy",644602516,206362140,438240376,150000000,494602516,2013,8-Nov-13
Life of Pi,Fox,"Adventure,Drama,Fantasy",620912003,124987022,495924981,120000000,500912003,2012,21-Nov-12
Interstellar,Par.,"Adventure,Drama,Sci-Fi",666379375,188017894,478361481,165000000,501379375,2014,5-Nov-14
Fast Five,Uni.,"Action,Crime,Thriller",630163454,210031325,420132129,125000000,505163454,2011,29-Apr-11
Ted,Uni.,"Comedy,Fantasy",556016627,218665740,337350887,50000000,506016627,2012,29-Jun-12
The Hangover Part II,WB,"Comedy,Mystery",586464305,254464305,332000000,80000000,506464305,2011,26-May-11
The Amazing Spider-Man 2,Sony,"Action,Adventure,Sci-Fi",708996336,202853933,506142403,200000000,508996336,2014,2-May-14
Doctor Strange,BV,"Action,Adventure,Fantasy",676404566,232641920,443762646,165000000,511404566,2016,4-Nov-16
Kung Fu Panda 2,P/DW,"Action,Adventure,Animation",664837547,165249063,499588484,150000000,514837547,2011,26-May-11
Fifty Shades of Grey,Uni.,"Drama,Romance,Thriller",570998101,166167230,404830871,40000000,530998101,2015,13-Feb-15
The Amazing Spider-Man,Sony,"Action,Adventure,Sci-Fi",757890267,262030663,495859604,220000000,537890267,2012,3-Jul-12
Dawn of the Planet of the Apes,Fox,"Action,Adventure,Drama",710644566,208545589,502098977,170000000,540644566,2014,11-Jul-14
Monsters University,BV,"Adventure,Animation,Comedy",743588329,268488329,475100000,200000000,543588329,2013,21-Jun-13
Captain America: The Winter Soldier,BV,"Action,Adventure,Sci-Fi",714401889,259746958,454654931,170000000,544401889,2014,4-Apr-14
The Martian,Fox,"Adventure,Drama,Sci-Fi",655271443,228433663,426837780,108000000,547271443,2015,2-Oct-15
X-Men: Days of Future Past,Fox,"Action,Adventure,Sci-Fi",747862775,233921534,513941241,200000000,547862775,2014,23-May-14
Pirates of the Caribbean: Dead Men Tell No Tales,BV,"Action,Adventure,Fantasy",788241137,172558876,615682261,230000000,558241137,2017,26-May-17
Sing,Uni.,"Animation,Comedy,Family",634454789,270329045,364125744,75000000,559454789,2016,21-Dec-16
Suicide Squad,WB,"Action,Adventure,Fantasy",746059887,325100054,420959833,175000000,571059887,2016,5-Aug-16
Maleficent,BV,"Action,Adventure,Family",758536735,241407328,517129407,180000000,578536735,2014,30-May-14
Spectre,Sony,"Action,Adventure,Thriller",879620923,200074175,679546748,300000000,579620923,2015,6-Nov-15
Gravity,WB,"Drama,Sci-Fi,Thriller",693698673,274092705,419605968,110000000,583698673,2013,4-Oct-13
Shrek Forever After,P/DW,"Adventure,Animation,Comedy",756244673,238736787,517507886,165000000,591244673,2010,21-May-10
The Hunger Games,LGF,"Action,Adventure,Sci-Fi",677923379,408010692,269912687,80000000,597923379,2012,23-Mar-12
Guardians of the Galaxy,BV,"Action,Adventure,Comedy",770867516,333172112,437695404,170000000,600867516,2014,1-Aug-14
Madagascar 3: Europe's Most Wanted,P/DW,"Adventure,Animation,Comedy",746921271,216391482,530529789,145000000,601921271,2012,8-Jun-12
Batman v Superman: Dawn of Justice,WB,"Action,Adventure,Fantasy",867500281,330360194,537140087,250000000,617500281,2016,25-Mar-16
Coco,BV,,798008101,209726015,588282086,175000000,623008101,2017,22-Nov-17
Coco,BV,"Adventure,Animation,Comedy",798008101,209726015,588282086,175000000,623008101,2017,22-Nov-17
Coco,BV,Horror,798008101,209726015,588282086,175000000,623008101,2017,22-Nov-17
Pirates of the Caribbean: On Stranger Tides,BV,"Action,Adventure,Fantasy",1045663875,241063875,804600000,410600000,635063875,2011,20-May-11
The Twilight Saga: Eclipse,Sum.,"Adventure,Drama,Fantasy",706102828,300531751,405571077,68000000,638102828,2010,30-Jun-10
The Hunger Games: Mockingjay - Part 1,LGF,"Action,Adventure,Sci-Fi",766575131,337135885,429439246,125000000,641575131,2014,21-Nov-14
It,WB (NL),"Horror,Thriller",697457969,327481748,369976221,35000000,662457969,2017,8-Sep-17
Thor: Ragnarok,BV,"Action,Adventure,Comedy",846980024,315058289,531921735,180000000,666980024,2017,3-Nov-17
Wonder Woman,WB,"Action,Adventure,Fantasy",821133378,412563408,408569970,150000000,671133378,2017,2-Jun-17
Wonder Woman,WB,"Documentary,Drama,Sport",821133378,412563408,408569970,150000000,671133378,2017,2-Jun-17
Wonder Woman,WB,Sci-Fi,821133378,412563408,408569970,150000000,671133378,2017,2-Jun-17
Inception,WB,"Action,Adventure,Sci-Fi",835524642,292576195,542948447,160000000,675524642,2010,16-Jul-10
Deadpool 2,Fox,"Action,Adventure,Comedy",786680557,324591735,462088822,110000000,676680557,2018,18-May-18
Inside Out,BV,,854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
Inside Out,BV,"Adventure,Animation,Comedy",854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
Inside Out,BV,"Biography,Documentary,History",854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
Inside Out,BV,"Crime,Drama",854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
Inside Out,BV,Documentary,854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
Inside Out,BV,Drama,854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
Inside Out,BV,Family,854235992,356461711,497774281,175000000,679235992,2015,19-Jun-15
The Hobbit: The Battle of the Five Armies,WB (NL),"Adventure,Fantasy",945577621,255119788,690457833,250000000,695577621,2014,17-Dec-14
Spider-Man: Homecoming,Sony,"Action,Adventure,Sci-Fi",880166350,334201140,545965210,175000000,705166350,2017,7-Jul-17
The Hobbit: The Desolation of Smaug,WB (NL),"Adventure,Fantasy",960366855,258366855,702000000,250000000,710366855,2013,13-Dec-13
The Hunger Games: Catching Fire,LGF,"Action,Adventure,Sci-Fi",864868047,424668047,440200000,130000000,734868047,2013,22-Nov-13
Deadpool,Fox,"Action,Adventure,Comedy",801025593,363070709,437954884,58000000,743025593,2016,12-Feb-16
The Hobbit: An Unexpected Journey,WB (NL),"Adventure,Family,Fantasy",1017003568,303003568,714000000,250000000,767003568,2012,14-Dec-12
Ice Age: Continental Drift,Fox,"Adventure,Animation,Comedy",879765137,161321843,718443294,95000000,784765137,2012,13-Jul-12
The Dark Knight Rises,WB,"Action,Thriller",1084439099,448139099,636300000,275000000,809439099,2012,20-Jul-12
The Secret Life of Pets,Uni.,"Adventure,Animation,Comedy",886750534,368384330,518366204,75000000,811750534,2016,8-Jul-16
Finding Dory,BV,"Adventure,Animation,Comedy",1021215193,486295561,534919632,200000000,821215193,2016,17-Jun-16
Bohemian Rhapsody,Fox,"Biography,Drama,Music",894985342,216303339,678682003,55000000,839985342,2018,2-Nov-18
Rogue One: A Star Wars Story,BV,"Action,Adventure,Sci-Fi",1049102856,532177324,516925532,200000000,849102856,2016,16-Dec-16
Toy Story 3,BV,"Adventure,Animation,Comedy",1068879522,415004880,653874642,200000000,868879522,2010,18-Jun-10
Zootopia,BV,"Adventure,Animation,Comedy",1019429616,341268248,678161368,150000000,869429616,2016,4-Mar-16
Jumanji: Welcome to the Jungle,Sony,"Action,Adventure,Comedy",964496193,404508916,559987277,90000000,874496193,2017,20-Dec-17
Captain America: Civil War,BV,"Action,Adventure,Sci-Fi",1140069413,408084349,731985064,250000000,890069413,2016,6-May-16
Transformers: Age of Extinction,Par.,"Action,Adventure,Sci-Fi",1104039076,245439076,858600000,210000000,894039076,2014,27-Jun-14
Despicable Me 2,Uni.,"Adventure,Animation,Comedy",975216835,368065385,607151450,76000000,899216835,2013,3-Jul-13
Skyfall,Sony,"Action,Adventure,Thriller",1110526981,304360277,806166704,200000000,910526981,2012,8-Nov-12
Transformers: Dark of the Moon,P/DW,"Action,Adventure,Sci-Fi",1123790543,352390543,771400000,195000000,928790543,2011,29-Jun-11
Despicable Me 3,Uni.,"Adventure,Animation,Comedy",1034727750,264624300,770103450,75000000,959727750,2017,30-Jun-17
The Fate of the Furious,Uni.,"Action,Crime,Thriller",1234846267,225764765,1009081502,250000000,984846267,2017,14-Apr-17
Aquaman,WB,"Action,Adventure,Fantasy",1146894640,335061807,811832833,160000000,986894640,2018,21-Dec-18
Iron Man 3,BV,"Action,Adventure,Sci-Fi",1215392272,408992272,806400000,200000000,1015392272,2013,3-May-13
Incredibles 2,BV,"Action,Adventure,Animation",1242520711,608581744,633938967,200000000,1042520711,2018,15-Jun-18
Avengers: Age of Ultron,BV,"Action,Adventure,Sci-Fi",1403013963,459005868,944008095,330600000,1072413963,2015,1-May-15
Minions,Uni.,"Adventure,Animation,Comedy",1160336173,336045770,824290403,74000000,1086336173,2015,10-Jul-15
Frozen,BV,"Adventure,Animation,Comedy",1272469910,400738009,871731901,150000000,1122469910,2013,22-Nov-13
Frozen,BV,"Adventure,Drama,Sport",1272469910,400738009,871731901,150000000,1122469910,2013,22-Nov-13
Frozen,BV,"Fantasy,Romance",1272469910,400738009,871731901,150000000,1122469910,2013,22-Nov-13
Jurassic World: Fallen Kingdom,Uni.,"Action,Adventure,Sci-Fi",1305772799,417719760,888053039,170000000,1135772799,2018,22-Jun-18
Black Panther,BV,"Action,Adventure,Sci-Fi",1348258224,700059566,648198658,200000000,1148258224,2018,16-Feb-18
Furious 7,Uni.,"Action,Crime,Thriller",1518722794,353007020,1165715774,190000000,1328722794,2015,3-Apr-15
Jurassic World,Uni.,"Action,Adventure,Sci-Fi",1648854864,652270625,996584239,215000000,1433854864,2015,12-Jun-15
Avengers: Infinity War,BV,"Action,Adventure,Sci-Fi",2048134200,678815482,1369318718,300000000,1748134200,2018,27-Apr-18
